"","date","cname","iso3","records.cases","records.deaths","cu_cases","cu_deaths","days_elapsed","end_label"
"1981",2020-04-04,"Mauritius","MUS",17,0,186,7,6,NA
"1982",2020-04-04,"Mexico","MEX",178,10,1688,60,16,NA
"1983",2020-04-04,"Moldova, Republic of","MDA",86,2,591,8,11,NA
"1984",2020-04-04,"Montenegro","MNE",30,0,174,2,3,NA
"1985",2020-04-04,"Morocco","MAR",0,0,708,44,12,NA
"1986",2020-04-04,"Netherlands","NLD",1026,148,15723,1487,28,NA
"1987",2020-04-04,"New Zealand","NZL",52,0,824,1,12,NA
"1988",2020-04-04,"Nigeria","NGA",16,0,190,2,4,NA
"1989",2020-04-04,"Macedonia, the former Yugoslav Republic of","MKD",76,1,430,12,12,NA
"1990",2020-04-04,"Norway","NOR",273,2,5208,44,28,NA
"1991",2020-04-04,"Oman","OMN",0,0,231,1,8,NA
"1992",2020-04-04,"Pakistan","PAK",0,0,2291,31,18,NA
"1993",2020-04-04,"Palestine, State of","PSE",0,0,155,1,5,NA
"1994",2020-04-04,"Panama","PAN",198,4,1673,41,16,NA
"1995",2020-04-04,"Peru","PER",181,6,1595,61,17,NA
"1996",2020-04-04,"Philippines","PHL",385,29,3018,136,20,NA
"1997",2020-04-04,"Poland","POL",437,14,3383,71,20,NA
"1998",2020-04-04,"Portugal","PRT",852,37,9886,246,21,NA
"1999",2020-04-04,"Puerto Rico","PRI",62,3,378,15,6,NA
"2000",2020-04-04,"Qatar","QAT",0,0,949,3,23,NA
"2001",2020-04-04,"Romania","ROU",445,39,3183,133,20,NA
"2002",2020-04-04,"Russian Federation","RUS",601,4,4149,34,17,NA
"2003",2020-04-04,"San Marino","SMR",6,2,251,32,18,NA
"2004",2020-04-04,"Saudi Arabia","SAU",0,0,1885,21,19,NA
"2005",2020-04-04,"Senegal","SEN",12,0,207,1,8,NA
"2006",2020-04-04,"Serbia","SRB",305,8,1476,39,15,NA
"2007",2020-04-04,"Singapore","SGP",65,0,1114,5,34,NA
"2008",2020-04-04,"Slovakia","SVK",24,0,450,0,16,NA
"2009",2020-04-04,"Slovenia","SVN",37,4,934,20,21,NA
"2010",2020-04-04,"South Africa","ZAF",43,2,1505,7,16,NA
"2011",2020-04-04,"Korea, Republic of","KOR",94,3,10156,177,43,NA
"2012",2020-04-04,"Spain","ESP",7472,932,117710,10935,32,NA
"2013",2020-04-04,"Sri Lanka","LKA",3,1,151,4,10,NA
"2014",2020-04-04,"Sweden","SWE",612,51,6078,333,28,NA
"2015",2020-04-04,"Switzerland","CHE",1033,52,19227,484,28,NA
"2016",2020-04-04,"Taiwan, Province of China","TWN",16,0,355,5,16,NA
"2017",2020-04-04,"Thailand","THA",103,4,1978,19,19,NA
"2018",2020-04-04,"Trinidad and Tobago","TTO",3,0,100,6,0,NA
"2019",2020-04-04,"Tunisia","TUN",0,0,455,13,10,NA
"2020",2020-04-04,"Turkey","TUR",2786,69,20921,425,16,NA
"2021",2020-04-04,"Ukraine","UKR",183,3,987,23,9,NA
"2022",2020-04-04,"United Arab Emirates","ARE",0,0,1024,8,17,NA
"2023",2020-04-04,"United Kingdom","GBR",4450,684,38168,3605,29,NA
"2024",2020-04-04,"United States","USA",32425,1104,277965,7157,32,NA
"2025",2020-04-04,"Uruguay","URY",17,0,386,4,14,NA
"2026",2020-04-04,"Uzbekistan","UZB",37,0,227,2,7,NA
"2027",2020-04-04,"Venezuela, Bolivarian Republic of","VEN",0,0,144,3,9,NA
"2028",2020-04-04,"Viet Nam","VNM",0,0,239,0,12,NA
"2029",2020-04-05,"Afghanistan","AFG",35,1,270,5,7,NA
"2030",2020-04-05,"Albania","ALB",29,2,333,19,12,NA
"2031",2020-04-05,"Algeria","DZA",314,47,1300,130,13,NA
"2032",2020-04-05,"Andorra","AND",27,1,466,17,13,NA
"2033",2020-04-05,"Argentina","ARG",186,6,1451,43,16,NA
"2034",2020-04-05,"Armenia","ARM",34,0,770,7,17,NA
"2035",2020-04-05,"Australia","AUS",139,4,5687,34,26,NA
"2036",2020-04-05,"Austria","AUT",241,18,11766,186,27,NA
"2037",2020-04-05,"Azerbaijan","AZE",78,0,521,5,9,NA
"2038",2020-04-05,"Bahrain","BHR",45,0,688,4,26,NA
"2039",2020-04-05,"Belarus","BLR",43,1,394,5,5,NA
"2040",2020-04-05,"Belgium","BEL",1661,140,18431,1283,29,NA
"2041",2020-04-05,"Bolivia, Plurinational State of","BOL",18,0,157,10,5,NA
"2042",2020-04-05,"Bosnia and Herzegovina","BIH",46,3,632,21,13,NA
"2043",2020-04-05,"Brazil","BRA",1222,73,10278,432,21,NA
"2044",2020-04-05,"Brunei Darussalam","BRN",2,0,135,1,11,NA
"2045",2020-04-05,"Bulgaria","BGR",18,3,503,17,16,NA
"2046",2020-04-05,"Burkina Faso","BFA",14,0,302,16,10,NA
"2047",2020-04-05,"Cambodia","KHM",0,0,114,0,8,NA
"2048",2020-04-05,"Cameroon","CMR",46,1,555,9,5,NA
"2049",2020-04-05,"Canada","CAN",1363,44,13882,231,24,NA
"2050",2020-04-05,"Chile","CHL",424,5,4161,27,19,NA
"2051",2020-04-05,"China","CHN",48,3,82575,3333,77,NA
"2052",2020-04-05,"Colombia","COL",139,7,1406,32,17,NA
"2053",2020-04-05,"Costa Rica","CRI",19,0,435,2,15,NA
"2054",2020-04-05,"Côte d'Ivoire","CIV",27,1,245,2,8,NA
"2055",2020-04-05,"Croatia","HRV",47,4,1126,12,16,NA
"2056",2020-04-05,"Cuba","CUB",19,0,288,6,7,NA
"2057",2020-04-05,"Cyprus","CYP",30,0,426,11,12,NA
"2058",2020-04-05,"Czech Republic","CZE",282,6,4472,59,23,NA
"2059",2020-04-05,"Congo, the Democratic Republic of the","COD",20,5,154,18,3,NA
"2060",2020-04-05,"Denmark","DNK",320,22,4077,161,26,NA
"2061",2020-04-05,"Dominican Republic","DOM",90,9,1578,77,14,NA
"2062",2020-04-05,"Ecuador","ECU",97,27,3465,172,18,NA
"2063",2020-04-05,"Egypt","EGY",206,14,985,66,20,NA
"2064",2020-04-05,"Estonia","EST",57,1,1018,13,21,NA
"2065",2020-04-05,"Faroe Islands","FRO",2,0,181,0,13,NA
"2066",2020-04-05,"Finland","FIN",267,5,1882,25,23,NA
"2067",2020-04-05,"France","FRA",4267,1053,68605,7560,35,NA
"2068",2020-04-05,"Georgia","GEO",9,0,157,0,4,NA
"2069",2020-04-05,"Germany","DEU",5936,184,91714,1342,35,NA
"2070",2020-04-05,"Ghana","GHA",9,0,214,5,9,NA
"2071",2020-04-05,"Greece","GRC",60,9,1673,68,23,NA
"2072",2020-04-05,"Guernsey","GGY",22,0,136,2,1,NA
"2073",2020-04-05,"Guinea","GIN",59,0,111,0,0,NA
"2074",2020-04-05,"Honduras","HND",4,7,268,22,7,NA
"2075",2020-04-05,"Hungary","HUN",55,2,733,34,15,NA
"2076",2020-04-05,"Iceland","ISL",53,0,1417,4,23,NA
"2077",2020-04-05,"India","IND",472,9,3374,77,19,NA
"2078",2020-04-05,"Indonesia","IDN",106,10,2092,191,20,NA
"2079",2020-04-05,"Iran, Islamic Republic of","IRN",5275,292,55743,3452,38,NA
"2080",2020-04-05,"Iraq","IRQ",106,2,878,56,20,NA
"2081",2020-04-05,"Ireland","IRL",331,17,4604,137,21,NA
"2082",2020-04-05,"Isle of Man","IMN",12,0,126,1,1,NA
"2083",2020-04-05,"Israel","ISR",590,7,8018,46,22,NA
"2084",2020-04-05,"Italy","ITA",4805,681,124632,15362,41,NA
"2085",2020-04-05,"Japan","JPN",336,1,3271,70,43,NA
"2086",2020-04-05,"Jersey","JEY",5,1,123,3,1,NA
"2087",2020-04-05,"Jordan","JOR",24,0,323,5,12,NA
"2088",2020-04-05,"Kazakhstan","KAZ",0,0,460,3,9,NA
"2089",2020-04-05,"Kenya","KEN",4,0,126,4,2,NA
"2090",2020-04-05,"Kosovo","XKV",6,0,132,1,5,NA
"2091",2020-04-05,"Kuwait","KWT",137,1,479,1,22,NA
"2092",2020-04-05,"Kyrgyzstan","KGZ",0,0,144,1,4,NA
"2093",2020-04-05,"Latvia","LVA",16,0,509,1,15,NA
"2094",2020-04-05,"Lebanon","LBN",26,1,520,17,19,NA
"2095",2020-04-05,"Lithuania","LTU",0,0,771,9,14,NA
"2096",2020-04-05,"Luxembourg","LUX",117,0,2729,31,18,NA
"2097",2020-04-05,"Malaysia","MYS",150,4,3483,57,26,NA
"2098",2020-04-05,"Malta","MLT",11,0,213,0,12,NA
"2099",2020-04-05,"Mauritius","MUS",10,0,196,7,7,NA
"2100",2020-04-05,"Mexico","MEX",202,19,1890,79,17,NA
"2101",2020-04-05,"Moldova, Republic of","MDA",161,4,752,12,12,NA
"2102",2020-04-05,"Montenegro","MNE",27,0,201,2,4,NA
"2103",2020-04-05,"Morocco","MAR",211,15,919,59,13,NA
"2104",2020-04-05,"Netherlands","NLD",904,164,16627,1651,29,NA
"2105",2020-04-05,"New Zealand","NZL",48,0,872,1,13,NA
"2106",2020-04-05,"Niger","NER",22,0,120,5,0,NA
"2107",2020-04-05,"Nigeria","NGA",20,2,210,4,5,NA
"2108",2020-04-05,"Macedonia, the former Yugoslav Republic of","MKD",53,5,483,17,13,NA
"2109",2020-04-05,"Norway","NOR",302,6,5510,50,29,NA
"2110",2020-04-05,"Oman","OMN",46,1,277,2,9,NA
"2111",2020-04-05,"Pakistan","PAK",159,4,2450,35,19,NA
"2112",2020-04-05,"Panama","PAN",128,5,1801,46,17,NA
"2113",2020-04-05,"Paraguay","PRY",8,0,104,3,0,NA
"2114",2020-04-05,"Peru","PER",151,12,1746,73,18,NA
"2115",2020-04-05,"Philippines","PHL",76,8,3094,144,21,NA
"2116",2020-04-05,"Poland","POL",244,8,3627,79,21,NA
"2117",2020-04-05,"Portugal","PRT",638,20,10524,266,22,NA
"2118",2020-04-05,"Puerto Rico","PRI",74,3,452,18,7,NA
"2119",2020-04-05,"Qatar","QAT",376,0,1325,3,24,NA
"2120",2020-04-05,"Romania","ROU",430,8,3613,141,21,NA
"2121",2020-04-05,"Russian Federation","RUS",582,9,4731,43,18,NA
"2122",2020-04-05,"Rwanda","RWA",13,0,102,0,0,NA
"2123",2020-04-05,"San Marino","SMR",8,0,259,32,19,NA
"2124",2020-04-05,"Saudi Arabia","SAU",294,8,2179,29,20,NA
"2125",2020-04-05,"Senegal","SEN",12,1,219,2,9,NA
"2126",2020-04-05,"Serbia","SRB",148,5,1624,44,16,NA
"2127",2020-04-05,"Singapore","SGP",75,1,1189,6,35,NA
"2128",2020-04-05,"Slovakia","SVK",21,0,471,0,17,NA
"2129",2020-04-05,"Slovenia","SVN",43,2,977,22,22,NA
"2130",2020-04-05,"South Africa","ZAF",80,2,1585,9,17,NA
"2131",2020-04-05,"Korea, Republic of","KOR",81,6,10237,183,44,NA
"2132",2020-04-05,"Spain","ESP",7026,809,124736,11744,33,NA
"2133",2020-04-05,"Sri Lanka","LKA",8,1,159,5,11,NA
"2134",2020-04-05,"Sweden","SWE",365,40,6443,373,29,NA
"2135",2020-04-05,"Switzerland","CHE",974,56,20201,540,29,NA
"2136",2020-04-05,"Taiwan, Province of China","TWN",8,0,363,5,17,NA
"2137",2020-04-05,"Thailand","THA",191,4,2169,23,20,NA
"2138",2020-04-05,"Trinidad and Tobago","TTO",3,0,103,6,1,NA
"2139",2020-04-05,"Tunisia","TUN",40,5,495,18,11,NA
"2140",2020-04-05,"Turkey","TUR",3013,76,23934,501,17,NA
"2141",2020-04-05,"Ukraine","UKR",109,5,1096,28,10,NA
"2142",2020-04-05,"United Arab Emirates","ARE",481,2,1505,10,18,NA
"2143",2020-04-05,"United Kingdom","GBR",3735,708,41903,4313,30,NA
"2144",2020-04-05,"United States","USA",34272,1344,312237,8501,33,NA
"2145",2020-04-05,"Uruguay","URY",14,1,400,5,15,NA
"2146",2020-04-05,"Uzbekistan","UZB",39,0,266,2,8,NA
"2147",2020-04-05,"Venezuela, Bolivarian Republic of","VEN",0,2,144,5,10,NA
"2148",2020-04-05,"Viet Nam","VNM",1,0,240,0,13,NA
"2149",2020-04-06,"Afghanistan","AFG",29,2,299,7,8,NA
"2150",2020-04-06,"Albania","ALB",28,2,361,21,13,NA
"2151",2020-04-06,"Algeria","DZA",20,22,1320,152,14,NA
"2152",2020-04-06,"Andorra","AND",35,1,501,18,14,NA
"2153",2020-04-06,"Argentina","ARG",103,3,1554,46,17,NA
"2154",2020-04-06,"Armenia","ARM",52,0,822,7,18,NA
"2155",2020-04-06,"Australia","AUS",57,2,5744,36,27,NA
"2156",2020-04-06,"Austria","AUT",217,18,11983,204,28,NA
"2157",2020-04-06,"Azerbaijan","AZE",63,2,584,7,10,NA
"2158",2020-04-06,"Bahrain","BHR",12,0,700,4,27,NA
"2159",2020-04-06,"Belarus","BLR",170,3,564,8,6,NA
"2160",2020-04-06,"Belgium","BEL",1260,164,19691,1447,30,NA
"2161",2020-04-06,"Bolivia, Plurinational State of","BOL",26,1,183,11,6,NA
"2162",2020-04-06,"Bosnia and Herzegovina","BIH",31,3,663,24,14,NA
"2163",2020-04-06,"Brazil","BRA",852,54,11130,486,22,NA
"2164",2020-04-06,"Brunei Darussalam","BRN",0,0,135,1,12,NA
"2165",2020-04-06,"Bulgaria","BGR",28,3,531,20,17,NA
"2166",2020-04-06,"Burkina Faso","BFA",43,1,345,17,11,NA
"2167",2020-04-06,"Cambodia","KHM",0,0,114,0,9,NA
"2168",2020-04-06,"Cameroon","CMR",95,0,650,9,6,NA
"2169",2020-04-06,"Canada","CAN",1614,49,15496,280,25,NA
"2170",2020-04-06,"Chile","CHL",310,7,4471,34,20,NA
"2171",2020-04-06,"China","CHN",67,2,82642,3335,78,NA
"2172",2020-04-06,"Colombia","COL",79,3,1485,35,18,NA
"2173",2020-04-06,"Costa Rica","CRI",19,0,454,2,16,NA
"2174",2020-04-06,"Côte d'Ivoire","CIV",16,1,261,3,9,NA
"2175",2020-04-06,"Croatia","HRV",56,3,1182,15,17,NA
"2176",2020-04-06,"Cuba","CUB",32,2,320,8,8,NA
"2177",2020-04-06,"Cyprus","CYP",20,3,446,14,13,NA
"2178",2020-04-06,"Czech Republic","CZE",115,8,4587,67,24,NA
"2179",2020-04-06,"Congo, the Democratic Republic of the","COD",0,0,154,18,4,NA
"2180",2020-04-06,"Denmark","DNK",292,18,4369,179,27,NA
"2181",2020-04-06,"Dominican Republic","DOM",167,5,1745,82,15,NA
"2182",2020-04-06,"Ecuador","ECU",181,8,3646,180,19,NA
"2183",2020-04-06,"Egypt","EGY",85,5,1070,71,21,NA
"2184",2020-04-06,"Estonia","EST",79,2,1097,15,22,NA
"2185",2020-04-06,"Faroe Islands","FRO",0,0,181,0,14,NA
"2186",2020-04-06,"Finland","FIN",45,2,1927,27,24,NA
"2187",2020-04-06,"France","FRA",1873,518,70478,8078,36,NA
"2188",2020-04-06,"Georgia","GEO",17,2,174,2,5,NA
"2189",2020-04-06,"Germany","DEU",3677,92,95391,1434,36,NA
"2190",2020-04-06,"Ghana","GHA",0,0,214,5,10,NA
"2191",2020-04-06,"Gibraltar","GIB",5,0,103,0,0,NA
"2192",2020-04-06,"Greece","GRC",62,5,1735,73,24,NA
"2193",2020-04-06,"Guam","GUM",17,0,110,4,0,NA
"2194",2020-04-06,"Guernsey","GGY",18,1,154,3,2,NA
"2195",2020-04-06,"Guinea","GIN",10,0,121,0,1,NA
"2196",2020-04-06,"Honduras","HND",30,0,298,22,8,NA
"2197",2020-04-06,"Hungary","HUN",11,4,744,38,16,NA
"2198",2020-04-06,"Iceland","ISL",69,0,1486,4,24,NA
"2199",2020-04-06,"India","IND",693,32,4067,109,20,NA
"2200",2020-04-06,"Indonesia","IDN",181,7,2273,198,21,NA
"2201",2020-04-06,"Iran, Islamic Republic of","IRN",2483,151,58226,3603,39,NA
"2202",2020-04-06,"Iraq","IRQ",83,5,961,61,21,NA
"2203",2020-04-06,"Ireland","IRL",507,21,5111,158,22,NA
"2204",2020-04-06,"Isle of Man","IMN",1,0,127,1,2,NA
"2205",2020-04-06,"Israel","ISR",412,3,8430,49,23,NA
"2206",2020-04-06,"Italy","ITA",4316,527,128948,15889,42,NA
"2207",2020-04-06,"Japan","JPN",383,3,3654,73,44,NA
"2208",2020-04-06,"Jersey","JEY",32,0,155,3,2,NA
"2209",2020-04-06,"Jordan","JOR",22,0,345,5,13,NA
"2210",2020-04-06,"Kazakhstan","KAZ",71,2,531,5,10,NA
"2211",2020-04-06,"Kenya","KEN",16,0,142,4,3,NA
"2212",2020-04-06,"Kosovo","XKV",8,0,140,1,6,NA
"2213",2020-04-06,"Kuwait","KWT",77,0,556,1,23,NA
"2214",2020-04-06,"Kyrgyzstan","KGZ",72,3,216,4,5,NA
"2215",2020-04-06,"Latvia","LVA",24,0,533,1,16,NA
"2216",2020-04-06,"Lebanon","LBN",7,1,527,18,20,NA
"2217",2020-04-06,"Lithuania","LTU",40,4,811,13,15,NA
"2218",2020-04-06,"Luxembourg","LUX",75,5,2804,36,19,NA
"2219",2020-04-06,"Malaysia","MYS",179,4,3662,61,27,NA
"2220",2020-04-06,"Malta","MLT",21,0,234,0,13,NA
"2221",2020-04-06,"Mauritius","MUS",31,0,227,7,8,NA
"2222",2020-04-06,"Mexico","MEX",253,15,2143,94,18,NA
"2223",2020-04-06,"Moldova, Republic of","MDA",112,3,864,15,13,NA
"2224",2020-04-06,"Montenegro","MNE",13,0,214,2,5,NA
"2225",2020-04-06,"Morocco","MAR",102,11,1021,70,14,NA
"2226",2020-04-06,"Netherlands","NLD",1224,115,17851,1766,30,NA
"2227",2020-04-06,"New Zealand","NZL",39,0,911,1,14,NA
"2228",2020-04-06,"Niger","NER",64,5,184,10,1,NA
"2229",2020-04-06,"Nigeria","NGA",22,1,232,5,6,NA
"2230",2020-04-06,"Macedonia, the former Yugoslav Republic of","MKD",0,0,483,17,14,NA
"2231",2020-04-06,"Norway","NOR",130,8,5640,58,30,NA
"2232",2020-04-06,"Oman","OMN",21,0,298,2,10,NA
"2233",2020-04-06,"Pakistan","PAK",827,15,3277,50,20,NA
"2234",2020-04-06,"Palestine, State of","PSE",62,0,217,1,7,NA
"2235",2020-04-06,"Panama","PAN",187,8,1988,54,18,NA
"2236",2020-04-06,"Paraguay","PRY",9,2,113,5,1,NA
"2237",2020-04-06,"Peru","PER",535,10,2281,83,19,NA
"2238",2020-04-06,"Philippines","PHL",152,8,3246,152,22,NA
"2239",2020-04-06,"Poland","POL",475,15,4102,94,22,NA
"2240",2020-04-06,"Portugal","PRT",754,29,11278,295,23,NA
"2241",2020-04-06,"Puerto Rico","PRI",23,2,475,20,8,NA
"2242",2020-04-06,"Qatar","QAT",279,1,1604,4,25,NA
"2243",2020-04-06,"Romania","ROU",251,7,3864,148,22,NA
"2244",2020-04-06,"Russian Federation","RUS",658,2,5389,45,19,NA
"2245",2020-04-06,"Rwanda","RWA",2,0,104,0,1,NA
"2246",2020-04-06,"San Marino","SMR",7,0,266,32,20,NA
"2247",2020-04-06,"Saudi Arabia","SAU",206,5,2385,34,21,NA
"2248",2020-04-06,"Senegal","SEN",3,0,222,2,10,NA
"2249",2020-04-06,"Serbia","SRB",284,7,1908,51,17,NA
"2250",2020-04-06,"Singapore","SGP",120,0,1309,6,36,NA
"2251",2020-04-06,"Slovakia","SVK",14,0,485,0,18,NA
"2252",2020-04-06,"Slovenia","SVN",20,6,997,28,23,NA
"2253",2020-04-06,"South Africa","ZAF",70,2,1655,11,18,NA
"2254",2020-04-06,"Korea, Republic of","KOR",47,3,10284,186,45,NA
"2255",2020-04-06,"Spain","ESP",6023,674,130759,12418,34,NA
"2256",2020-04-06,"Sri Lanka","LKA",7,0,166,5,12,NA
"2257",2020-04-06,"Sweden","SWE",387,28,6830,401,30,NA
"2258",2020-04-06,"Switzerland","CHE",821,19,21022,559,30,NA
"2259",2020-04-06,"Taiwan, Province of China","TWN",0,0,363,5,18,NA
"2260",2020-04-06,"Thailand","THA",51,3,2220,26,21,NA
"2261",2020-04-06,"Trinidad and Tobago","TTO",1,1,104,7,2,NA
"2262",2020-04-06,"Tunisia","TUN",58,1,553,19,12,NA
"2263",2020-04-06,"Turkey","TUR",3135,73,27069,574,18,NA
"2264",2020-04-06,"Ukraine","UKR",155,4,1251,32,11,NA
"2265",2020-04-06,"United Arab Emirates","ARE",294,0,1799,10,19,NA
"2266",2020-04-06,"United Kingdom","GBR",5903,621,47806,4934,31,NA
"2267",2020-04-06,"United States","USA",25398,1146,337635,9647,34,NA
"2268",2020-04-06,"Uruguay","URY",6,1,406,6,16,NA
"2269",2020-04-06,"Uzbekistan","UZB",76,0,342,2,9,NA
"2270",2020-04-06,"Venezuela, Bolivarian Republic of","VEN",4,0,148,5,11,NA
"2271",2020-04-06,"Viet Nam","VNM",1,0,241,0,14,NA
"2272",2020-04-07,"Afghanistan","AFG",38,0,337,7,9,NA
"2273",2020-04-07,"Albania","ALB",16,1,377,22,14,NA
"2274",2020-04-07,"Algeria","DZA",103,21,1423,173,15,NA
"2275",2020-04-07,"Andorra","AND",25,3,526,21,15,NA
"2276",2020-04-07,"Argentina","ARG",74,7,1628,53,18,NA
"2277",2020-04-07,"Armenia","ARM",11,1,833,8,19,NA
"2278",2020-04-07,"Australia","AUS",100,6,5844,42,28,NA
"2279",2020-04-07,"Austria","AUT",314,16,12297,220,29,NA
"2280",2020-04-07,"Azerbaijan","AZE",57,0,641,7,11,NA
"2281",2020-04-07,"Bahrain","BHR",56,0,756,4,28,NA
"2282",2020-04-07,"Bangladesh","BGD",35,3,123,12,0,NA
"2283",2020-04-07,"Belarus","BLR",136,5,700,13,7,NA
"2284",2020-04-07,"Belgium","BEL",1123,185,20814,1632,31,NA
"2285",2020-04-07,"Bolivia, Plurinational State of","BOL",11,3,194,14,7,NA
"2286",2020-04-07,"Bosnia and Herzegovina","BIH",32,4,695,28,15,NA
"2287",2020-04-07,"Brazil","BRA",926,67,12056,553,23,NA
"2288",2020-04-07,"Brunei Darussalam","BRN",0,0,135,1,13,NA
"2289",2020-04-07,"Bulgaria","BGR",18,2,549,22,18,NA
"2290",2020-04-07,"Burkina Faso","BFA",19,0,364,17,12,NA
"2291",2020-04-07,"Cambodia","KHM",1,0,115,0,10,NA
"2292",2020-04-07,"Cameroon","CMR",8,0,658,9,7,NA
"2293",2020-04-07,"Canada","CAN",1157,43,16653,323,26,NA
"2294",2020-04-07,"Chile","CHL",344,3,4815,37,21,NA
"2295",2020-04-07,"China","CHN",56,0,82698,3335,79,NA
"2296",2020-04-07,"Colombia","COL",94,11,1579,46,19,NA
"2297",2020-04-07,"Costa Rica","CRI",13,0,467,2,17,NA
"2298",2020-04-07,"Côte d'Ivoire","CIV",62,0,323,3,10,NA
"2299",2020-04-07,"Croatia","HRV",40,1,1222,16,18,NA
"2300",2020-04-07,"Cuba","CUB",30,1,350,9,9,NA
"2301",2020-04-07,"Cyprus","CYP",19,0,465,14,14,NA
"2302",2020-04-07,"Czech Republic","CZE",235,11,4822,78,25,NA
"2303",2020-04-07,"Congo, the Democratic Republic of the","COD",7,0,161,18,5,NA
"2304",2020-04-07,"Denmark","DNK",312,8,4681,187,28,NA
"2305",2020-04-07,"Dominican Republic","DOM",83,4,1828,86,16,NA
"2306",2020-04-07,"Ecuador","ECU",101,11,3747,191,20,NA
"2307",2020-04-07,"Egypt","EGY",3,7,1073,78,22,NA
"2308",2020-04-07,"Estonia","EST",11,4,1108,19,23,NA
"2309",2020-04-07,"Faroe Islands","FRO",2,0,183,0,15,NA
"2310",2020-04-07,"Finland","FIN",249,0,2176,27,25,NA
"2311",2020-04-07,"France","FRA",3912,833,74390,8911,37,NA
"2312",2020-04-07,"Georgia","GEO",14,0,188,2,6,NA
"2313",2020-04-07,"Germany","DEU",3834,173,99225,1607,37,NA
"2314",2020-04-07,"Ghana","GHA",73,0,287,5,11,NA
"2315",2020-04-07,"Gibraltar","GIB",6,0,109,0,1,NA
"2316",2020-04-07,"Greece","GRC",20,6,1755,79,25,NA
"2317",2020-04-07,"Guam","GUM",2,0,112,4,1,NA
"2318",2020-04-07,"Guernsey","GGY",11,1,165,4,3,NA
"2319",2020-04-07,"Guinea","GIN",7,0,128,0,2,NA
"2320",2020-04-07,"Honduras","HND",7,0,305,22,9,NA
"2321",2020-04-07,"Hungary","HUN",73,9,817,47,17,NA
"2322",2020-04-07,"Iceland","ISL",76,2,1562,6,25,NA
"2323",2020-04-07,"India","IND",354,5,4421,114,21,NA
"2324",2020-04-07,"Indonesia","IDN",218,11,2491,209,22,NA
"2325",2020-04-07,"Iran, Islamic Republic of","IRN",2274,136,60500,3739,40,NA
"2326",2020-04-07,"Iraq","IRQ",70,3,1031,64,22,NA
"2327",2020-04-07,"Ireland","IRL",253,16,5364,174,23,NA
"2328",2020-04-07,"Isle of Man","IMN",12,0,139,1,3,NA
"2329",2020-04-07,"Israel","ISR",474,8,8904,57,24,NA
"2330",2020-04-07,"Italy","ITA",3599,636,132547,16525,43,NA
"2331",2020-04-07,"Japan","JPN",163,7,3817,80,45,NA
"2332",2020-04-07,"Jersey","JEY",14,0,169,3,3,NA
"2333",2020-04-07,"Jordan","JOR",4,1,349,6,14,NA
"2334",2020-04-07,"Kazakhstan","KAZ",139,1,670,6,11,NA
"2335",2020-04-07,"Kenya","KEN",16,0,158,4,4,NA
"2336",2020-04-07,"Kosovo","XKV",5,2,145,3,7,NA
"2337",2020-04-07,"Kuwait","KWT",109,0,665,1,24,NA
"2338",2020-04-07,"Kyrgyzstan","KGZ",12,0,228,4,6,NA
"2339",2020-04-07,"Latvia","LVA",9,0,542,1,17,NA
"2340",2020-04-07,"Lebanon","LBN",14,1,541,19,21,NA
"2341",2020-04-07,"Lithuania","LTU",32,1,843,14,16,NA
"2342",2020-04-07,"Luxembourg","LUX",39,5,2843,41,20,NA
"2343",2020-04-07,"Malaysia","MYS",131,1,3793,62,28,NA
"2344",2020-04-07,"Malta","MLT",7,0,241,0,14,NA
"2345",2020-04-07,"Mauritius","MUS",17,0,244,7,9,NA
"2346",2020-04-07,"Mexico","MEX",296,31,2439,125,19,NA
"2347",2020-04-07,"Moldova, Republic of","MDA",101,4,965,19,14,NA
"2348",2020-04-07,"Montenegro","MNE",19,0,233,2,6,NA
"2349",2020-04-07,"Morocco","MAR",99,10,1120,80,15,NA
"2350",2020-04-07,"Netherlands","NLD",952,101,18803,1867,31,NA
"2351",2020-04-07,"New Zealand","NZL",32,0,943,1,15,NA
"2352",2020-04-07,"Niger","NER",69,0,253,10,2,NA
"2353",2020-04-07,"Nigeria","NGA",6,0,238,5,7,NA
"2354",2020-04-07,"Macedonia, the former Yugoslav Republic of","MKD",87,4,570,21,15,NA
"2355",2020-04-07,"Norway","NOR",115,1,5755,59,31,NA
"2356",2020-04-07,"Oman","OMN",73,0,371,2,11,NA
"2357",2020-04-07,"Pakistan","PAK",587,4,3864,54,21,NA
"2358",2020-04-07,"Palestine, State of","PSE",36,0,253,1,8,NA
"2359",2020-04-07,"Panama","PAN",112,1,2100,55,19,NA
"2360",2020-04-07,"Paraguay","PRY",0,0,113,5,2,NA
"2361",2020-04-07,"Peru","PER",280,9,2561,92,20,NA
"2362",2020-04-07,"Philippines","PHL",414,11,3660,163,23,NA
"2363",2020-04-07,"Poland","POL",311,13,4413,107,23,NA
"2364",2020-04-07,"Portugal","PRT",452,16,11730,311,24,NA
"2365",2020-04-07,"Puerto Rico","PRI",38,1,513,21,9,NA
"2366",2020-04-07,"Qatar","QAT",228,0,1832,4,26,NA
"2367",2020-04-07,"Romania","ROU",193,9,4057,157,23,NA
"2368",2020-04-07,"Russian Federation","RUS",954,2,6343,47,20,NA
"2369",2020-04-07,"Rwanda","RWA",1,0,105,0,2,NA
"2370",2020-04-07,"San Marino","SMR",11,0,277,32,21,NA
