dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp,date,iso2
05/04/2020,5,4,2020,27,1,Cote_dIvoire,CI,CIV,25069229,Africa,2020-04-05,CI
04/04/2020,4,4,2020,24,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-04-04,CI
03/04/2020,3,4,2020,4,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-04-03,CI
02/04/2020,2,4,2020,22,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-04-02,CI
01/04/2020,1,4,2020,0,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-04-01,CI
31/03/2020,31,3,2020,3,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-31,CI
30/03/2020,30,3,2020,25,1,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-30,CI
29/03/2020,29,3,2020,39,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-29,CI
28/03/2020,28,3,2020,5,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-28,CI
27/03/2020,27,3,2020,16,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-27,CI
26/03/2020,26,3,2020,7,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-26,CI
25/03/2020,25,3,2020,48,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-25,CI
24/03/2020,24,3,2020,0,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-24,CI
23/03/2020,23,3,2020,8,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-23,CI
22/03/2020,22,3,2020,3,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-22,CI
21/03/2020,21,3,2020,5,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-21,CI
20/03/2020,20,3,2020,3,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-20,CI
19/03/2020,19,3,2020,1,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-19,CI
18/03/2020,18,3,2020,0,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-18,CI
17/03/2020,17,3,2020,1,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-17,CI
16/03/2020,16,3,2020,0,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-16,CI
15/03/2020,15,3,2020,3,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-15,CI
12/03/2020,12,3,2020,1,0,Cote_dIvoire,CI,CIV,25069229,Africa,2020-03-12,CI
17/05/2020,17,5,2020,2,0,Croatia,HR,HRV,4089400,Europe,2020-05-17,HR
16/05/2020,16,5,2020,1,1,Croatia,HR,HRV,4089400,Europe,2020-05-16,HR
15/05/2020,15,5,2020,8,0,Croatia,HR,HRV,4089400,Europe,2020-05-15,HR
14/05/2020,14,5,2020,6,3,Croatia,HR,HRV,4089400,Europe,2020-05-14,HR
13/05/2020,13,5,2020,11,0,Croatia,HR,HRV,4089400,Europe,2020-05-13,HR
12/05/2020,12,5,2020,9,1,Croatia,HR,HRV,4089400,Europe,2020-05-12,HR
11/05/2020,11,5,2020,11,3,Croatia,HR,HRV,4089400,Europe,2020-05-11,HR
10/05/2020,10,5,2020,15,1,Croatia,HR,HRV,4089400,Europe,2020-05-10,HR
09/05/2020,9,5,2020,36,0,Croatia,HR,HRV,4089400,Europe,2020-05-09,HR
08/05/2020,8,5,2020,6,1,Croatia,HR,HRV,4089400,Europe,2020-05-08,HR
07/05/2020,7,5,2020,7,2,Croatia,HR,HRV,4089400,Europe,2020-05-07,HR
06/05/2020,6,5,2020,11,3,Croatia,HR,HRV,4089400,Europe,2020-05-06,HR
05/05/2020,5,5,2020,5,1,Croatia,HR,HRV,4089400,Europe,2020-05-05,HR
04/05/2020,4,5,2020,8,2,Croatia,HR,HRV,4089400,Europe,2020-05-04,HR
03/05/2020,3,5,2020,3,2,Croatia,HR,HRV,4089400,Europe,2020-05-03,HR
02/05/2020,2,5,2020,9,6,Croatia,HR,HRV,4089400,Europe,2020-05-02,HR
01/05/2020,1,5,2020,14,2,Croatia,HR,HRV,4089400,Europe,2020-05-01,HR
30/04/2020,30,4,2020,15,4,Croatia,HR,HRV,4089400,Europe,2020-04-30,HR
29/04/2020,29,4,2020,8,4,Croatia,HR,HRV,4089400,Europe,2020-04-29,HR
28/04/2020,28,4,2020,9,4,Croatia,HR,HRV,4089400,Europe,2020-04-28,HR
27/04/2020,27,4,2020,14,1,Croatia,HR,HRV,4089400,Europe,2020-04-27,HR
26/04/2020,26,4,2020,7,3,Croatia,HR,HRV,4089400,Europe,2020-04-26,HR
25/04/2020,25,4,2020,28,1,Croatia,HR,HRV,4089400,Europe,2020-04-25,HR
24/04/2020,24,4,2020,31,2,Croatia,HR,HRV,4089400,Europe,2020-04-24,HR
23/04/2020,23,4,2020,42,0,Croatia,HR,HRV,4089400,Europe,2020-04-23,HR
22/04/2020,22,4,2020,27,1,Croatia,HR,HRV,4089400,Europe,2020-04-22,HR
21/04/2020,21,4,2020,10,0,Croatia,HR,HRV,4089400,Europe,2020-04-21,HR
20/04/2020,20,4,2020,39,8,Croatia,HR,HRV,4089400,Europe,2020-04-20,HR
19/04/2020,19,4,2020,18,3,Croatia,HR,HRV,4089400,Europe,2020-04-19,HR
18/04/2020,18,4,2020,23,1,Croatia,HR,HRV,4089400,Europe,2020-04-18,HR
17/04/2020,17,4,2020,50,1,Croatia,HR,HRV,4089400,Europe,2020-04-17,HR
16/04/2020,16,4,2020,37,3,Croatia,HR,HRV,4089400,Europe,2020-04-16,HR
15/04/2020,15,4,2020,54,6,Croatia,HR,HRV,4089400,Europe,2020-04-15,HR
14/04/2020,14,4,2020,50,2,Croatia,HR,HRV,4089400,Europe,2020-04-14,HR
13/04/2020,13,4,2020,66,2,Croatia,HR,HRV,4089400,Europe,2020-04-13,HR
12/04/2020,12,4,2020,39,0,Croatia,HR,HRV,4089400,Europe,2020-04-12,HR
11/04/2020,11,4,2020,88,1,Croatia,HR,HRV,4089400,Europe,2020-04-11,HR
10/04/2020,10,4,2020,64,1,Croatia,HR,HRV,4089400,Europe,2020-04-10,HR
09/04/2020,9,4,2020,61,1,Croatia,HR,HRV,4089400,Europe,2020-04-09,HR
08/04/2020,8,4,2020,60,2,Croatia,HR,HRV,4089400,Europe,2020-04-08,HR
07/04/2020,7,4,2020,40,1,Croatia,HR,HRV,4089400,Europe,2020-04-07,HR
06/04/2020,6,4,2020,56,3,Croatia,HR,HRV,4089400,Europe,2020-04-06,HR
05/04/2020,5,4,2020,47,4,Croatia,HR,HRV,4089400,Europe,2020-04-05,HR
04/04/2020,4,4,2020,68,1,Croatia,HR,HRV,4089400,Europe,2020-04-04,HR
03/04/2020,3,4,2020,48,1,Croatia,HR,HRV,4089400,Europe,2020-04-03,HR
02/04/2020,2,4,2020,96,0,Croatia,HR,HRV,4089400,Europe,2020-04-02,HR
01/04/2020,1,4,2020,77,0,Croatia,HR,HRV,4089400,Europe,2020-04-01,HR
31/03/2020,31,3,2020,77,0,Croatia,HR,HRV,4089400,Europe,2020-03-31,HR
30/03/2020,30,3,2020,56,1,Croatia,HR,HRV,4089400,Europe,2020-03-30,HR
29/03/2020,29,3,2020,71,2,Croatia,HR,HRV,4089400,Europe,2020-03-29,HR
28/03/2020,28,3,2020,91,1,Croatia,HR,HRV,4089400,Europe,2020-03-28,HR
27/03/2020,27,3,2020,77,1,Croatia,HR,HRV,4089400,Europe,2020-03-27,HR
26/03/2020,26,3,2020,36,0,Croatia,HR,HRV,4089400,Europe,2020-03-26,HR
25/03/2020,25,3,2020,76,1,Croatia,HR,HRV,4089400,Europe,2020-03-25,HR
24/03/2020,24,3,2020,71,0,Croatia,HR,HRV,4089400,Europe,2020-03-24,HR
23/03/2020,23,3,2020,29,0,Croatia,HR,HRV,4089400,Europe,2020-03-23,HR
22/03/2020,22,3,2020,80,0,Croatia,HR,HRV,4089400,Europe,2020-03-22,HR
21/03/2020,21,3,2020,22,0,Croatia,HR,HRV,4089400,Europe,2020-03-21,HR
20/03/2020,20,3,2020,23,0,Croatia,HR,HRV,4089400,Europe,2020-03-20,HR
19/03/2020,19,3,2020,12,0,Croatia,HR,HRV,4089400,Europe,2020-03-19,HR
18/03/2020,18,3,2020,13,0,Croatia,HR,HRV,4089400,Europe,2020-03-18,HR
17/03/2020,17,3,2020,8,0,Croatia,HR,HRV,4089400,Europe,2020-03-17,HR
16/03/2020,16,3,2020,11,0,Croatia,HR,HRV,4089400,Europe,2020-03-16,HR
15/03/2020,15,3,2020,6,0,Croatia,HR,HRV,4089400,Europe,2020-03-15,HR
14/03/2020,14,3,2020,6,0,Croatia,HR,HRV,4089400,Europe,2020-03-14,HR
13/03/2020,13,3,2020,9,0,Croatia,HR,HRV,4089400,Europe,2020-03-13,HR
12/03/2020,12,3,2020,3,0,Croatia,HR,HRV,4089400,Europe,2020-03-12,HR
11/03/2020,11,3,2020,1,0,Croatia,HR,HRV,4089400,Europe,2020-03-11,HR
08/03/2020,8,3,2020,1,0,Croatia,HR,HRV,4089400,Europe,2020-03-08,HR
07/03/2020,7,3,2020,1,0,Croatia,HR,HRV,4089400,Europe,2020-03-07,HR
06/03/2020,6,3,2020,1,0,Croatia,HR,HRV,4089400,Europe,2020-03-06,HR
04/03/2020,4,3,2020,1,0,Croatia,HR,HRV,4089400,Europe,2020-03-04,HR
03/03/2020,3,3,2020,1,0,Croatia,HR,HRV,4089400,Europe,2020-03-03,HR
02/03/2020,2,3,2020,2,0,Croatia,HR,HRV,4089400,Europe,2020-03-02,HR
01/03/2020,1,3,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-03-01,HR
29/02/2020,29,2,2020,2,0,Croatia,HR,HRV,4089400,Europe,2020-02-29,HR
28/02/2020,28,2,2020,1,0,Croatia,HR,HRV,4089400,Europe,2020-02-28,HR
27/02/2020,27,2,2020,1,0,Croatia,HR,HRV,4089400,Europe,2020-02-27,HR
26/02/2020,26,2,2020,1,0,Croatia,HR,HRV,4089400,Europe,2020-02-26,HR
25/02/2020,25,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-25,HR
24/02/2020,24,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-24,HR
23/02/2020,23,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-23,HR
22/02/2020,22,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-22,HR
21/02/2020,21,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-21,HR
20/02/2020,20,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-20,HR
19/02/2020,19,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-19,HR
18/02/2020,18,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-18,HR
17/02/2020,17,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-17,HR
16/02/2020,16,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-16,HR
15/02/2020,15,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-15,HR
14/02/2020,14,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-14,HR
13/02/2020,13,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-13,HR
12/02/2020,12,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-12,HR
11/02/2020,11,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-11,HR
10/02/2020,10,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-10,HR
09/02/2020,9,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-09,HR
08/02/2020,8,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-08,HR
07/02/2020,7,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-07,HR
06/02/2020,6,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-06,HR
05/02/2020,5,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-05,HR
04/02/2020,4,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-04,HR
03/02/2020,3,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-03,HR
02/02/2020,2,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-02,HR
01/02/2020,1,2,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-02-01,HR
31/01/2020,31,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-31,HR
30/01/2020,30,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-30,HR
29/01/2020,29,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-29,HR
28/01/2020,28,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-28,HR
27/01/2020,27,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-27,HR
26/01/2020,26,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-26,HR
25/01/2020,25,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-25,HR
24/01/2020,24,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-24,HR
23/01/2020,23,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-23,HR
22/01/2020,22,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-22,HR
21/01/2020,21,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-21,HR
20/01/2020,20,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-20,HR
19/01/2020,19,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-19,HR
18/01/2020,18,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-18,HR
17/01/2020,17,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-17,HR
16/01/2020,16,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-16,HR
15/01/2020,15,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-15,HR
14/01/2020,14,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-14,HR
13/01/2020,13,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-13,HR
12/01/2020,12,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-12,HR
11/01/2020,11,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-11,HR
10/01/2020,10,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-10,HR
09/01/2020,9,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-09,HR
08/01/2020,8,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-08,HR
07/01/2020,7,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-07,HR
06/01/2020,6,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-06,HR
05/01/2020,5,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-05,HR
04/01/2020,4,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-04,HR
03/01/2020,3,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-03,HR
02/01/2020,2,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-02,HR
01/01/2020,1,1,2020,0,0,Croatia,HR,HRV,4089400,Europe,2020-01-01,HR
31/12/2019,31,12,2019,0,0,Croatia,HR,HRV,4089400,Europe,2019-12-31,HR
17/05/2020,17,5,2020,22,0,Cuba,CU,CUB,11338138,America,2020-05-17,CU
16/05/2020,16,5,2020,10,0,Cuba,CU,CUB,11338138,America,2020-05-16,CU
15/05/2020,15,5,2020,20,0,Cuba,CU,CUB,11338138,America,2020-05-15,CU
14/05/2020,14,5,2020,6,1,Cuba,CU,CUB,11338138,America,2020-05-14,CU
13/05/2020,13,5,2020,21,1,Cuba,CU,CUB,11338138,America,2020-05-13,CU
12/05/2020,12,5,2020,17,0,Cuba,CU,CUB,11338138,America,2020-05-12,CU
11/05/2020,11,5,2020,12,3,Cuba,CU,CUB,11338138,America,2020-05-11,CU
10/05/2020,10,5,2020,13,0,Cuba,CU,CUB,11338138,America,2020-05-10,CU
09/05/2020,9,5,2020,12,1,Cuba,CU,CUB,11338138,America,2020-05-09,CU
08/05/2020,8,5,2020,26,4,Cuba,CU,CUB,11338138,America,2020-05-08,CU
07/05/2020,7,5,2020,18,0,Cuba,CU,CUB,11338138,America,2020-05-07,CU
06/05/2020,6,5,2020,17,0,Cuba,CU,CUB,11338138,America,2020-05-06,CU
05/05/2020,5,5,2020,19,2,Cuba,CU,CUB,11338138,America,2020-05-05,CU
04/05/2020,4,5,2020,38,1,Cuba,CU,CUB,11338138,America,2020-05-04,CU
03/05/2020,3,5,2020,74,2,Cuba,CU,CUB,11338138,America,2020-05-03,CU
02/05/2020,2,5,2020,36,3,Cuba,CU,CUB,11338138,America,2020-05-02,CU
01/05/2020,1,5,2020,34,3,Cuba,CU,CUB,11338138,America,2020-05-01,CU
30/04/2020,30,4,2020,30,0,Cuba,CU,CUB,11338138,America,2020-04-30,CU
29/04/2020,29,4,2020,48,2,Cuba,CU,CUB,11338138,America,2020-04-29,CU
28/04/2020,28,4,2020,20,2,Cuba,CU,CUB,11338138,America,2020-04-28,CU
27/04/2020,27,4,2020,32,3,Cuba,CU,CUB,11338138,America,2020-04-27,CU
26/04/2020,26,4,2020,52,2,Cuba,CU,CUB,11338138,America,2020-04-26,CU
25/04/2020,25,4,2020,50,6,Cuba,CU,CUB,11338138,America,2020-04-25,CU
24/04/2020,24,4,2020,46,3,Cuba,CU,CUB,11338138,America,2020-04-24,CU
23/04/2020,23,4,2020,52,2,Cuba,CU,CUB,11338138,America,2020-04-23,CU
22/04/2020,22,4,2020,50,2,Cuba,CU,CUB,11338138,America,2020-04-22,CU
21/04/2020,21,4,2020,52,2,Cuba,CU,CUB,11338138,America,2020-04-21,CU
20/04/2020,20,4,2020,49,2,Cuba,CU,CUB,11338138,America,2020-04-20,CU
19/04/2020,19,4,2020,63,1,Cuba,CU,CUB,11338138,America,2020-04-19,CU
18/04/2020,18,4,2020,61,4,Cuba,CU,CUB,11338138,America,2020-04-18,CU
17/04/2020,17,4,2020,48,3,Cuba,CU,CUB,11338138,America,2020-04-17,CU
16/04/2020,16,4,2020,48,3,Cuba,CU,CUB,11338138,America,2020-04-16,CU
15/04/2020,15,4,2020,40,0,Cuba,CU,CUB,11338138,America,2020-04-15,CU
14/04/2020,14,4,2020,57,3,Cuba,CU,CUB,11338138,America,2020-04-14,CU
13/04/2020,13,4,2020,49,2,Cuba,CU,CUB,11338138,America,2020-04-13,CU
12/04/2020,12,4,2020,56,1,Cuba,CU,CUB,11338138,America,2020-04-12,CU
11/04/2020,11,4,2020,49,0,Cuba,CU,CUB,11338138,America,2020-04-11,CU
10/04/2020,10,4,2020,58,3,Cuba,CU,CUB,11338138,America,2020-04-10,CU
09/04/2020,9,4,2020,61,1,Cuba,CU,CUB,11338138,America,2020-04-09,CU
08/04/2020,8,4,2020,46,2,Cuba,CU,CUB,11338138,America,2020-04-08,CU
07/04/2020,7,4,2020,30,1,Cuba,CU,CUB,11338138,America,2020-04-07,CU
06/04/2020,6,4,2020,32,2,Cuba,CU,CUB,11338138,America,2020-04-06,CU
05/04/2020,5,4,2020,19,0,Cuba,CU,CUB,11338138,America,2020-04-05,CU
04/04/2020,4,4,2020,36,0,Cuba,CU,CUB,11338138,America,2020-04-04,CU
03/04/2020,3,4,2020,21,0,Cuba,CU,CUB,11338138,America,2020-04-03,CU
02/04/2020,2,4,2020,26,0,Cuba,CU,CUB,11338138,America,2020-04-02,CU
01/04/2020,1,4,2020,16,2,Cuba,CU,CUB,11338138,America,2020-04-01,CU
31/03/2020,31,3,2020,31,1,Cuba,CU,CUB,11338138,America,2020-03-31,CU
30/03/2020,30,3,2020,20,0,Cuba,CU,CUB,11338138,America,2020-03-30,CU
29/03/2020,29,3,2020,39,1,Cuba,CU,CUB,11338138,America,2020-03-29,CU
28/03/2020,28,3,2020,13,0,Cuba,CU,CUB,11338138,America,2020-03-28,CU
27/03/2020,27,3,2020,10,1,Cuba,CU,CUB,11338138,America,2020-03-27,CU
26/03/2020,26,3,2020,9,0,Cuba,CU,CUB,11338138,America,2020-03-26,CU
25/03/2020,25,3,2020,8,0,Cuba,CU,CUB,11338138,America,2020-03-25,CU
24/03/2020,24,3,2020,5,0,Cuba,CU,CUB,11338138,America,2020-03-24,CU
23/03/2020,23,3,2020,10,0,Cuba,CU,CUB,11338138,America,2020-03-23,CU
22/03/2020,22,3,2020,4,0,Cuba,CU,CUB,11338138,America,2020-03-22,CU
21/03/2020,21,3,2020,5,0,Cuba,CU,CUB,11338138,America,2020-03-21,CU
20/03/2020,20,3,2020,5,0,Cuba,CU,CUB,11338138,America,2020-03-20,CU
19/03/2020,19,3,2020,4,1,Cuba,CU,CUB,11338138,America,2020-03-19,CU
18/03/2020,18,3,2020,3,0,Cuba,CU,CUB,11338138,America,2020-03-18,CU
15/03/2020,15,3,2020,0,0,Cuba,CU,CUB,11338138,America,2020-03-15,CU
14/03/2020,14,3,2020,1,0,Cuba,CU,CUB,11338138,America,2020-03-14,CU
12/03/2020,12,3,2020,3,0,Cuba,CU,CUB,11338138,America,2020-03-12,CU
17/05/2020,17,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-17,CW
16/05/2020,16,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-16,CW
15/05/2020,15,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-15,CW
14/05/2020,14,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-14,CW
13/05/2020,13,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-13,CW
12/05/2020,12,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-12,CW
11/05/2020,11,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-11,CW
10/05/2020,10,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-10,CW
09/05/2020,9,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-09,CW
08/05/2020,8,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-08,CW
07/05/2020,7,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-07,CW
06/05/2020,6,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-06,CW
05/05/2020,5,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-05,CW
04/05/2020,4,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-04,CW
03/05/2020,3,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-03,CW
02/05/2020,2,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-02,CW
01/05/2020,1,5,2020,0,0,Curaçao,CW,CUW,159849,America,2020-05-01,CW
30/04/2020,30,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-30,CW
29/04/2020,29,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-29,CW
28/04/2020,28,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-28,CW
27/04/2020,27,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-27,CW
26/04/2020,26,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-26,CW
25/04/2020,25,4,2020,2,0,Curaçao,CW,CUW,159849,America,2020-04-25,CW
24/04/2020,24,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-24,CW
23/04/2020,23,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-23,CW
22/04/2020,22,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-22,CW
21/04/2020,21,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-21,CW
20/04/2020,20,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-20,CW
19/04/2020,19,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-19,CW
18/04/2020,18,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-18,CW
17/04/2020,17,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-17,CW
16/04/2020,16,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-16,CW
15/04/2020,15,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-15,CW
14/04/2020,14,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-14,CW
13/04/2020,13,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-13,CW
12/04/2020,12,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-12,CW
11/04/2020,11,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-11,CW
10/04/2020,10,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-10,CW
09/04/2020,9,4,2020,1,0,Curaçao,CW,CUW,159849,America,2020-04-09,CW
08/04/2020,8,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-08,CW
07/04/2020,7,4,2020,2,0,Curaçao,CW,CUW,159849,America,2020-04-07,CW
06/04/2020,6,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-06,CW
05/04/2020,5,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-05,CW
04/04/2020,4,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-04,CW
03/04/2020,3,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-03,CW
02/04/2020,2,4,2020,0,0,Curaçao,CW,CUW,159849,America,2020-04-02,CW
01/04/2020,1,4,2020,2,0,Curaçao,CW,CUW,159849,America,2020-04-01,CW
30/03/2020,30,3,2020,1,0,Curaçao,CW,CUW,159849,America,2020-03-30,CW
29/03/2020,29,3,2020,0,0,Curaçao,CW,CUW,159849,America,2020-03-29,CW
28/03/2020,28,3,2020,1,0,Curaçao,CW,CUW,159849,America,2020-03-28,CW
27/03/2020,27,3,2020,1,0,Curaçao,CW,CUW,159849,America,2020-03-27,CW
26/03/2020,26,3,2020,0,1,Curaçao,CW,CUW,159849,America,2020-03-26,CW
24/03/2020,24,3,2020,3,0,Curaçao,CW,CUW,159849,America,2020-03-24,CW
20/03/2020,20,3,2020,2,0,Curaçao,CW,CUW,159849,America,2020-03-20,CW
13/03/2020,13,3,2020,1,0,Curaçao,CW,CUW,159849,America,2020-03-13,CW
17/05/2020,17,5,2020,4,0,Cyprus,CY,CYP,1189265,Europe,2020-05-17,CY
16/05/2020,16,5,2020,3,0,Cyprus,CY,CYP,1189265,Europe,2020-05-16,CY
15/05/2020,15,5,2020,2,0,Cyprus,CY,CYP,1189265,Europe,2020-05-15,CY
14/05/2020,14,5,2020,2,1,Cyprus,CY,CYP,1189265,Europe,2020-05-14,CY
13/05/2020,13,5,2020,2,0,Cyprus,CY,CYP,1189265,Europe,2020-05-13,CY
12/05/2020,12,5,2020,3,0,Cyprus,CY,CYP,1189265,Europe,2020-05-12,CY
11/05/2020,11,5,2020,6,1,Cyprus,CY,CYP,1189265,Europe,2020-05-11,CY
10/05/2020,10,5,2020,1,0,Cyprus,CY,CYP,1189265,Europe,2020-05-10,CY
09/05/2020,9,5,2020,2,0,Cyprus,CY,CYP,1189265,Europe,2020-05-09,CY
08/05/2020,8,5,2020,6,0,Cyprus,CY,CYP,1189265,Europe,2020-05-08,CY
07/05/2020,7,5,2020,5,0,Cyprus,CY,CYP,1189265,Europe,2020-05-07,CY
06/05/2020,6,5,2020,4,0,Cyprus,CY,CYP,1189265,Europe,2020-05-06,CY
05/05/2020,5,5,2020,2,0,Cyprus,CY,CYP,1189265,Europe,2020-05-05,CY
04/05/2020,4,5,2020,8,0,Cyprus,CY,CYP,1189265,Europe,2020-05-04,CY
